id,source,inappropriate_part,rewritten_part,issue,batch
901_50a_50ss_292,Should we end 20 year sentences because inner city children have fathers who were separated from them for committing fraud or theft.,Should we end 20 year sentences because inner city children have fathers who were separated from them for committing fraud or theft.,Illegals are the reason why we have cheap vegetables and they do jobs that Americans won't do.”,Cmv:there are no rational arguments as to why undocumented people in the us should be given amnesty:,1
1567_50a_50ss_496,School uniforms are a BAD idea.,are a BAD idea,will limit students' ability to express themselves as students won't be able to show their individuality as easily,Is the school uniform a good or bad idea:,1
428_50a_50ss_142,"They have imperfection, and you cant control the frequencies of the sounds you're making as well.","They have imperfection, and you cant control the frequencies of the sounds you're making as well","You spend years learning how to make just one sound, which restricts your ability to play",Cmv: instruments are stupid and obsolete:,1
916_50a_50ss_305,i think all monkeys and krackers shouldcreated equaly....but seperatly!,i think all monkeys and krackers shouldcreated equaly....but seperatly!,I think this is mostly due to the fact that Blacks are more severely impacted by law enforcement.,"Who gives society a bad name,,,black people or white people?   stance: black:",1
153_50a_50ss_48,Since this place is close to where i live and it showed good yelp ratings i figured i would give it a try.,Since this place is close to where i live and it showed good yelp ratings i figured i would give it a try,I went to try the veal sandwich and baked goods,"Business review: 2.0 stars
business name: agincourt bakery. city: scarborough. categories: event planning & services, delis, caterers, italian, bakeries, food, restaurants:",1
289_50a_50ss_96,"It's not the *best* beer, mind you.","It's not the *best* beer, mind you","Personally, I find it pretty good, but I prefer craft brews",Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:,1
1677_50a_50ss_525,Why not?,Why not?,People complain it is against God.,Your views on same sex marriage...?:,1
1142_50a_50ss_393,"I don't want ot hear ""it's human nature to be selfish"" or any other lame excuse.","ot hear ""it's human nature to be selfish"" or any other lame excuse","to live in a world where individuals are only out for themselves - if everyone was more conscious of their surroundings and the greater good, the world would be a better place",Which type of endeavor is better a personal pursuit or advancing the common good:,1
989_50a_50ss_326,And I like this website,And I like this website,This website is better at providing a clear definition and an overview of different sexual orientations.,Gay marriage right or wrong:,1
857_50a_50ss_259,People should stop being so against it.,stop being so against,be more open-minded about,Gay marriage right or wrong:,1
1137_50a_50ss_390,"Yes, that all makes a lot of sense.","Yes, that all makes a lot of sense","He created the universe and the laws of nature, allowing for the development of physics and chemistry, which eventually led to the emergence of the laws of biology and the development of the human body",Evolution vs creation:,1
901_50a_50ss_296,"If they receive amnesty, they would opt out of doing the dead end jobs they were paid peanuts to do. ""","If they receive amnesty, they would opt out of doing the dead end jobs they were paid peanuts to do. ""","Texas was Mexico's” This argument holds that since Texas was once part of Mexico, amnesty seekers should not be eligible to receive the same benefits that citizens would receive.",Cmv:there are no rational arguments as to why undocumented people in the us should be given amnesty:,1
1016_50a_50ss_331,"Honestly I believe that both are good there is no better in this arguement, because they both have that significance and they balance each other out.","there is no better in this arguement, because they both have that significance and they balance each other out",and complement each other,Which type of endeavor is better a personal pursuit or advancing the common good:,1
1513_50a_50ss_488,"You see, also people are sometimes to poor to buy their own TV set or even a newspaper(or they're just to lazy too) because of taxes,gas prices,and ALL OF THEIR LITTLE STUPID FRIEND!!!!!!!!","You see, also people are sometimes to poor to buy their own TV set or even a newspaper(or they're just to lazy too) because of taxes,gas prices,and ALL OF THEIR LITTLE STUPID FRIEND!!!!!!!!",This allows people to get their news more quickly and conveniently.,Why do people not see that the us president is a criminal?:,1
479_50a_50ss_156,Have any of you noticed that those who are against books are the ones who have terrible arguments.,terrible arguments.,potentially life-changing experiences with them?,Tv is better than books:,1
1107_50a_50ss_375,India is not yet that full of technologies like in the Americas.,India is not yet that full of technologies like in the Americas,Technology is one of the most sophisticated and essential inventions ever created,India has the potential to lead the world:,1
888_50a_50ss_286,It is sad to say but some of our prisons are run by the gangs inside them.,It is sad to say but some of our prisons are run by the gangs inside them,"To live inside a prison, they must obey the laws, which can be difficult if they do not comply",Do prisions create a criminal personality?:,1
2156_50a_50ss_667,She's highly in favour of a number of things that will only serve to benefit the rich and wealthy of the country (like academies and raising tuition fees even further) and I doubt that anything will change from Gove's reign of terror - We may even see it get worse.,She's highly in favour of a number of things that will only serve to benefit the rich and wealthy of the country (like academies and raising tuition fees even further) and I doubt that anything will change from Gove's reign of terror - We may even see it get worse,"This is really unfortunate, as it could lead to a deterioration of education standards","Cmv: nicky morgan, the new education secretary, is just as awful as gove.:",1
1865_50a_50ss_580,Education directly affects the family.,Education directly affects the family,This system would be more efficient in that the funds would go where they are needed most,We should choose where our taxes go   stance: i agree:,1
1361_50a_50ss_465,So the actually pronunciation does not take away form the degradation of the word.,So the actually pronunciation does not take away form the degradation of the word,"I have listened to my mom say it, I have listened to my dad say it, but I never really used it",Why do black people call each other the n word?:,1
1929_50a_50ss_594,"The arguments for Christianity just don't hold ground (bar one or two, and those are close).","just don't hold ground (bar one or two, and those are close)","are not as strong as atheism, which is the more logical position",Christianity or atheism:,1
120_50a_50ss_44,"If it was so useless, or even if Congress felt they could get away without it, they would immediately remove it.","If it was so useless, or even if Congress felt they could get away without it, they would immediately remove it","Secondly, I think it is helpful that they update the security measures because they may have prevented a major disaster",Cmv: i think the tsa is useful in the modern day.:,1
9_50a_50ss_7,Television is like a drug.,Television is like a drug,It can be extremely addictive and can destroy the morals of children if they are exposed to inappropriate content,Tv is better than books:,1
2062_50a_50ss_642,is it then pro-life to have an abortion?,is it then pro-life,"In this situation, is it best",Pro choice vs pro life:,1
1137_50a_50ss_387,"So he created some single-celled organisms billions of years ago, and then said to himself ""I'm going to set this thing called evolution going and see what happens.","So he created some single-celled organisms billions of years ago, and then said to himself ""I'm going to set this thing called evolution going and see what happens","According to the theory of evolution, humans evolved from a single common ancestor, which makes our common ancestor with Jesus Christ millions of years ago",Evolution vs creation:,1
1027_50a_50ss_351,Even when the sentence was ridiculous to begin with?,ridiculous to begin with?,"longer for non-violent drug offenders, those who needed rehab were given longer sentences than violent criminals.",Do you believe in the early release system used for prisoners?:,1
188_50a_50ss_59,You're supposed to click this if the person's argument convinced you that Creationism is true.,'re supposed,are meant,Evolution vs creation:,1
2023_50a_50ss_635,"There have been ""benign"" dictators just as their has been evil non-dictators.","There have been ""benign"" dictators just as their has been evil non-dictators","Dictatorships can have negative consequences, but there have been both good and bad types of leadership",Is it moral for a nation to assasinate a foreign dictator?   stance: no:,1
1018_50a_50ss_337,They will suck you dry.,They will suck you dry,"If the conversation is recorded, it could potentially be used as evidence in a court of law, so I would have to be careful to protect myself",Is it illegal to record a phone conversation?:,1
387_50a_50ss_127,So is that right in any case?,So is that right in any case,What is the purpose of marriage if two people just get together to have children,Gay marriage right or wrong:,1
940_50a_50ss_314,Salad uninteresting and dressing was boring.,Salad uninteresting and dressing was boring,"They had our table decorated for our anniversary, but didn't offer a glass of wine, an appetizer, nor a dessert for our special occasion","Business review: 2.0 stars
business name: carpe diem restaurant & caterers. city: charlotte. categories: american (new), nightlife, vegetarian, bars, american (traditional), lounges, event planning & services, venues & event spaces, caterers, restaurants:",1
479_50a_50ss_157,Like that person who just said TV is awesome with many exclamation marks and in capitals.,Like that person who just said TV is awesome with many exclamation marks and in capitals,"I have read books that have changed my life in a way that watching a TV show cannot, but at the same time I have watched shows that have left a lasting impact on me",Tv is better than books:,1
257_50a_50ss_77,People are free to make there own decisions in life.,People are free to make there own decisions in life,STDs are a real threat,Why not ban teenage sexuality altogether?:,1
1890_50a_50ss_585,books are always better than tv coz.,books are always better than tv coz,"Books usually provide more knowledge than television does, as books can give a deeper level of learning than television can",Tv is better than books:,1
715_50a_50ss_216,That's when we NEED those freedoms the most.,That's when we NEED those freedoms the most,We need to be able to say that ”I don't like the way the administration is handling things” without fear of someone putting me in prison,"Should our freedoms of speech, religion, press, and the right to assemble be suspended during war?:",1
1736_50a_50ss_552,4.,4.,Reading books often helps to improve your overall reading skills.,Tv is better than books:,1
120_50a_50ss_42,"We like to scrimp if we can, so we can pocket the difference.","We like to scrimp if we can, so we can pocket the difference","If it was that useless, or even if Congress felt they could get away without it, they would immediately remove it",Cmv: i think the tsa is useful in the modern day.:,1
1736_50a_50ss_551,Reading books a lot can help you with spelling.,Reading books a lot can help you with spelling.,4.,Tv is better than books:,1
435_50a_50ss_145,"This is influenced by the IAmA submission from the guy who proudly kills fellow human beings in the name of ""saving"" wildlife.",beings,being,"Cmv: poaching and hunting are the same thing, and hunting is no more ecologically friendly than poaching:",1
738_50a_50ss_228,Sorry,Sorry,Even when sometimes you feel you need to in order to protect yourself.,I have a son that is in jail in atlanta ga and needs help.we cannot afford the high bail.and legal cost.?:,1
526_50a_50ss_170,"god aint flipppin real, so get over it u dumb belivers of god","god aint flipppin real, so get over it u dumb belivers of god","Given the complexity of the universe, it is logical to believe that a higher power was involved in its creation, as I believe that the laws of the universe point to a divine force.",Christianity or atheism:,1
289_50a_50ss_93,Labatts tastes like a pond that 80-year-old canucks had sex in.,Labatts tastes like a pond that 80-year-old canucks had sex in,"It's a lot better than average beer, but it's not like, king of beers or anything",Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:,1
881_50a_50ss_275,Who's paying for the Iraq war?,Who's paying for the Iraq war?,The Iraqi economy would benefit more if the money from oil sales was used to rebuild the place instead of selling the oil and sending the money to other places for rebuilding.,Bush to reduce deficit with domestic cuts?:,1
1656_50a_50ss_522,"the whole town knows it, the lawyers, the cops, etc.","the whole town knows it, the lawyers, the cops, etc","We watched the cops pull him over one night and they gave him a ride home, but fortunately he didn't send us to jail","In the usa, are judges too powerful?:",1
1025_50a_50ss_341,Whoever made the first 'response' is a prime example of how powerful propaganda is.,Whoever made the first 'response' is a prime example of how powerful propaganda is,I don't ever remember hearing of a VALID case that had anything to do with the use of marijuana and some of the substances the government provides are LESS harmful than marijuana - such as Tylenol or Excedrin - which can cause liver damage if taken in too high a dosage,Do you think that the govenment should have the right to tell us what we can put into our bodies like marijuna:,1
1268_50a_50ss_437,porn has opened the doors to new crimes.,porn has opened the doors to new crimes,Pornography has made it easier for criminals to commit new types of offences,Is porn wrong:,1
573_50a_50ss_183,"Newspapers are in the business of bashing Bush, so they will do whatever it takes to hinder the war effort, and then hide behind freedom of the press.","Newspapers are in the business of bashing Bush, so they will do whatever it takes to hinder the war effort, and then hide behind freedom of the press",There are a lot of Clinton era hold-overs that are still working in the government and they are not eager to share information with the military on the ground for fear of it getting out,Should newspapers that work against our war effort be tolerated?:,1
1117_50a_50ss_382,it would make it much more pleasurable,it would make it much more pleasurable,"As a woman, I would be more inclined to watch it if the content was higher quality.",Is porn wrong:,1
2128_50a_50ss_658,Obviously you are better off wearing your seatbelt.,Obviously you are better off wearing your seatbelt,It is still up to you whether you want to buckle up,Do you think that the government should be able to fine you for not wearing a seat belt?:,1
1203_50a_50ss_410,I lost a friend a year ago to drugs.. very sad...,I lost a friend a year ago to drugs.. very sad..,There are studies that suggest people who use drugs are self-medicating for some other mental illness,What do you think of a person with a drug habbit ?:,1
1006_50a_50ss_330,Besides just a few people apply physical exercises in their life's!,apply physical exercises in their life's!,", physical exercises are practiced in their daily lives.",Should physical education be mandatory in schools:,1
2023_50a_50ss_634,"Assuming the world agrees a nation's leader is a dictator, why assaniate he/she?","Assuming the world agrees a nation's leader is a dictator, why assaniate he/she?",There have been both benign and evil non-dictators who held power.,Is it moral for a nation to assasinate a foreign dictator?   stance: no:,1
1207_50a_50ss_417,"Insurance companies... sell insurance, which you can get from hundreds of competitor companies.","Insurance companies... sell insurance, which you can get from hundreds of competitor companies",Discrimination in law enforcement just matters a whole heck of a lot more than discrimination by insurers,Why are insurance companies allowed to profile but law enforcement isnt?:,1
1610_50a_50ss_506,God made man and a woman to populate the earth.,God made man and a woman to populate the earth,I believe that the human species can survive if same-sex couples are attracted to each other as they can still reproduce through assisted reproductive technologies,Gay marriage right or wrong:,1
1025_50a_50ss_346,NEWSFLASH: You can die by drinking too much water!,NEWSFLASH: You can die by drinking too much water!,It also helps with anxiety and with sleeplessness.,Do you think that the govenment should have the right to tell us what we can put into our bodies like marijuna:,1
566_50a_50ss_181,They weren't exactly hating the people.,They weren't exactly hating the people,"Regardless, the treatment of the people was awful",Why did the nazis hate the jews so much as to gas them?:,1
1207_50a_50ss_415,"If insurance companies were to charge all, say, black customers more than white customers on the suspicion that black drivers get in more accidents, I'm quite sure they would be subject to suit.","If insurance companies were to charge all, say, black customers more than white customers on the suspicion that black drivers get in more accidents, I'm quite sure they would be subject to suit","Insurance companies do not carry and use guns and handcuffs, nor have the capacity to ruin the lives of innocent people who happen to be of a particular minority",Why are insurance companies allowed to profile but law enforcement isnt?:,1
188_50a_50ss_61,This will not help you win the debate by the way.,This will not help you win the debate by the way,"The link is supposed to help determine the truth of the matter, so it should only be clicked if you are truly convinced that Creationism is true",Evolution vs creation:,1
1736_50a_50ss_550,3.,3.,Reading books often helps to improve spelling and writing.,Tv is better than books:,1
257_50a_50ss_78,"Yeah, maybe it sucks that there is such big consequences to it, but really you sound stupid!","Yeah, maybe it sucks that there is such big consequences to it, but really you sound stupid!",Having sex with a partner that you are not bisexual with could result in a serious infection.,Why not ban teenage sexuality altogether?:,1
1997_50a_50ss_624,"""Give me a child until theyre 7 and i will give you the man"" The world is one big chaotic system.",one big chaotic system,"a chaotic system where choices an adult makes are determined by how the environment shapes a child, and seemingly insignificant choices can have a big effect on life's trajectory",Cmv: a person becomes homeless because they live in a society that creates homelessness and not because of anything intrinsic to that person:,1
244_50a_50ss_68,"As for plural ""marriages,"" they exist, but there is not a sizable part of the population which supports them.","As for plural ""marriages,"" they exist, but there is not a sizable part of the population which supports them","To me, the purpose of marriage or civil union is to provide support to individuals, especially when they are raising children",Should same sex marriages be legal?:,1
1756_50a_50ss_556,"Whether you are in a venture purely for yourself or others, you still end up affecting the people around you.","Whether you are in a venture purely for yourself or others, you still end up affecting the people around you.","When asking someone why they decide to help with the common good, the response would be something along the lines of, ”it feels good to help out.”",Which type of endeavor is better a personal pursuit or advancing the common good:,1
192_50a_50ss_62,"They get compensated well, #2 they CHOSE to do it, #3 some girls actually like what they do, #4 without sex and porn, you may not have been born.",what they do,the experience and are helped by the income they earn from it,Is porn wrong:,1
1349_50a_50ss_459,It doesn't mean that you are free of the consequences.,It doesn't mean that you are free of the consequences,The Government is more likely to prosecute a leaker of classified information than to give up a case against a source to get the name of the mole,Do you believe that news reporters should go to jail for what they write?:,1
1865_50a_50ss_577,"By choosing where our taxes go, the government can determine which organizations/groups are most important to a certain precinct.","By choosing where our taxes go, the government can determine which organizations/groups are most important to a certain precinct","For example, if a family of four was looking to donate to education, they would check that box so their money can go towards their children's education",We should choose where our taxes go   stance: i agree:,1
289_50a_50ss_92,Coors light tastes like beer-flavored piss-water.,Coors light tastes like beer-flavored piss-water,Yuengling is pretty good for a mass-produced beer,Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:,1
489_50a_50ss_161,Radiometric dating wasn't invented until the 1900s.,Radiometric dating wasn't invented until the 1900s,"To say that this confirms the dates Lyell and others came up with is not a true scientific method, as it relies on subjective information",Evolution vs creation:,1
513_50a_50ss_169,Whether its a good or lousy father they will always be there for you at sometime in life.,Whether its a good or lousy father they will always be there for you at sometime in life,With just living with your mother you couldn't because she's a woman and her views are different than a guy,Is it better to have a lousy father or to be fatherless:,1
1114_50a_50ss_377,Which at the end of the day affects how men perceive women which will in turn lead to a lot of disrespect and false perception.,Which at the end of the day affects how men perceive women which will in turn lead to a lot of disrespect and false perception,"Moreover, crime rates such as murder, rape, and sexual abuse are linked to the consumption of pornography",Is porn wrong:,1
387_50a_50ss_124,I'm an agnostic so in no way does my religion conflict with this matter.,I'm an agnostic so in no way does my religion conflict with this matter,"As an agnostic, I do not have any religious conflicts with this issue",Gay marriage right or wrong:,1
1285_50a_50ss_445,But we won't know that because the bible does not mench porn because it did not exist during biblical times.,during biblical times,", so we cannot know for sure that it is a sin",Is porn wrong:,1
707_50a_50ss_211,"Despite its effectiveness, there are multiple other alternatives to it and capital punishment should not be a first choice.","Despite its effectiveness, there are multiple other alternatives to it and capital punishment should not be a first choice",Its effective in reducing crime rates and its morality depends on the situation,How many of you support capital punishment and why?:,1
371_50a_50ss_121,is it fair to punish them for not knowing what the nature od reality is???,is it fair to punish them for not knowing what the nature od reality is???,I'm an atheist,Christianity or atheism:,1
1241_50a_50ss_427,Because we don't see them as the same as us.,Because we don't see them as the same as us,We kill because we feel frustrated with the interaction on social media,Jack thompson   stance: do you think that jack thompson is right. that video games are the reason more and more young people:,1
1146_50a_50ss_398,For harmonious with civil and easy to attack enemy.,harmonious with civil and easy to attack enemy,better chances of avoiding enemy attacks if the military uniform is separate from civilian clothes,Is the school uniform a good or bad idea:,1
1677_50a_50ss_532,atheists get married.,atheists get married,"This is because for a Christian wedding, the couple must be married by a minister of the church",Your views on same sex marriage...?:,1
1845_50a_50ss_570,It harbours hatred towards a particular group of people; people who hold a different life view than their own.,harbours hatred towards a particular group of people; people who hold a different life view than their own,is a peaceful way of living that I feel is able to bring peace and harmony among different people with different beliefs,"Cmv: i feel /r/atheism is more about embracing hatred towards religion, and less about embracing atheism:",1
940_50a_50ss_313,Wine overpriced.,Wine overpriced,The descriptions were nice but the food didn't live up to it,"Business review: 2.0 stars
business name: carpe diem restaurant & caterers. city: charlotte. categories: american (new), nightlife, vegetarian, bars, american (traditional), lounges, event planning & services, venues & event spaces, caterers, restaurants:",1
915_50a_50ss_302,"Note that I am not advocating socialism, just controlled capitalism.","Note that I am not advocating socialism, just controlled capitalism","The government can also play a role in protecting competition by setting maximum prices, for example, in the healthcare sector",Laissez faire ?   stance: no:,1
457_50a_50ss_148,"On the other hand going back over 5,000 years marihuana's active ingredient THC has been used fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well....","fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well...","for many health benefits, as its active ingredient THC has been used for thousands of years for various health benefits",Marijuana v.s. coffee (healthier?)   stance: marijuana has more medical benefits:,1
1677_50a_50ss_529,There are religions where a man can have many wives; do you hear anyone complaining?,There are religions where a man can have many wives; do you hear anyone complaining?,"In many religious ceremonies, atheists are not allowed to get married.",Your views on same sex marriage...?:,1
81_50a_50ss_32,"You brother is in a jail for a reason, maybe if he had contributed to society instead of commiting crimes he would not be in this situation.","You brother is in a jail for a reason, maybe if he had contributed to society instead of commiting crimes he would not be in this situation",Jail does not have any benefits from a health care standpoint,My brother is  @ a tx state prison he's broken his two front dentures and they do not want to fix them!?:,1
174_50a_50ss_55,Are you a Christian...or anything?,...or anything,or adhering to another religion,Is porn wrong:,1
1988_50a_50ss_620,"While the inmates were humiliated, they weren't tortured.","While the inmates were humiliated, they weren't tortured","Additionally, the UN has stated that force feeding prisoners that go on a hunger strike can be considered torture if the prison does not allow them to refuse it",Is torture ever justified? why or why not?:,1
873_50a_50ss_267,Statistics show that criminals do less when up against a well-armed citizen.,Statistics show that criminals do less when up against a well-armed citizen,The presence of a gun that is able to fire multiple rounds is much more effective than a gun with a single shot,Gun control?:,1
1632_50a_50ss_515,There are ways to avoid the situation of abortion.,ways to avoid the situation of,"thousands of people waiting to adopt a baby, so the woman has the option of giving the baby up for adoption instead of having an",Pro choice vs pro life:,1
500_50a_50ss_164,yes!,yes!,"Our children are generally not as physically active as they should be and tend to eat unhealthy diets, which is a concern for us.",Should physical education be mandatory in schools:,1
65_50a_50ss_28,This is no different.,This is no different,The government also mandates that women must be screened for certain conditions if they want to run for office,Pro choice vs pro life:,1
9_50a_50ss_4,Books don't destroy the morals of children.,Books don't destroy the morals of children,"They can take the reader to mystical places, paradise, and even the kitchen sink",Tv is better than books:,1
707_50a_50ss_206,Capital punishment is simply the best law enforcement out there.,simply the best law enforcement out there,a powerful deterrent to crime and can be effective in reducing crime rates,How many of you support capital punishment and why?:,1
1395_50a_50ss_475,"As the war dragged on, and Hawk was starting to lose it, did Trapper call to see how they were?","As the war dragged on, and Hawk was starting to lose it, did Trapper call to see how they were?","No, but BJ was always there to brighten things up with stories of Peg and Erin, pranking Charles, and taking over surgery while Hawkeye was having a tough day.",Trapper john or bj honeycutt   stance: bj honeycutt was the best sidekick to hawkeye:,1
257_50a_50ss_76,It's not going to happen.,It's not going to happen,"Yeah, maybe it sucks that there is such a big impact from it, but really you want your kids to learn about how to protect themselves",Why not ban teenage sexuality altogether?:,1
1372_base_model_1057,I don't see why anybody cares.,anybody,anyone,Cmv: the us' obsession with 'parity' in sports is misguided.:,1
577_base_model_415,shower time could get right out of hand.,shower time could get right out of hand.,Shower time can get right out of hand.,What is the worst thing about being in jail?:,1
387_base_model_257,"Marriage, is said to be the marriage of 2 people who love and care about each other.","Marriage, is said to be the marriage of 2 people who love and care about each other.",Marriage is said to be the union of two people who love and care about each other.,Gay marriage right or wrong:,1
1667_base_model_1230,"We're in Britain here where the covering your face is seen as suspicious, these women relly need to think about the message the veil puts across about them and their religion.","We're in Britain here where the covering your face is seen as suspicious, these women relly need to think about the message the veil puts across about them and their religion.","We're in Britain, where covering one's face is seen as suspicious; these women need to consider the message the veil sends about them and their religion.",Was the judge right to ask the muslim lawyer to remove her veil yesterday?:,1
1006_base_model_724,Besides just a few people apply physical exercises in their life's!,physical exercises in their life's!,physical exercises in their lives.,Should physical education be mandatory in schools:,1
1155_base_model_916,And i know that none of us are unknown to the great contribution of INDIA in the discovery of god partical then from where the matter comes from that INDIA is not having the pottential,INDIA is not having the pottential,India is not considered to have the potential,India has the potential to lead the world:,1
1592_base_model_1162,"sabrejimmy, I have not tried to prove ANYTHING.","sabrejimmy, I have not tried to prove ANYTHING.",I haven't tried to prove anything.,Evolution vs creation:,1
940_base_model_692,Salad uninteresting and dressing was boring.,Salad uninteresting and dressing was boring.,"The salad was uninteresting, and the dressing was boring.","Business review: 2.0 stars
business name: carpe diem restaurant & caterers. city: charlotte. categories: american (new), nightlife, vegetarian, bars, american (traditional), lounges, event planning & services, venues & event spaces, caterers, restaurants:",1
1203_base_model_932,many alcoholics are found to have symptoms of anxiety and panic disorders...,many alcoholics are found to have symptoms of anxiety and panic disorders...,Many alcoholics have been found to have symptoms of anxiety and panic disorders.,What do you think of a person with a drug habbit ?:,1
9_base_model_15,"Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart...","Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart...","Fahrenheit 451, The Night Circus, The Secret Garden, and Inkheart",Tv is better than books:,1
256_base_model_168,becuase they so much dislike the opposing political party.,becuase,because,Why do people still stand behind gw?:,1
153_base_model_116,Veal sandwich - 2.5 stars.,Veal sandwich - 2.5 stars,The veal sandwich received 2.5 stars,"Business review: 2.0 stars
business name: agincourt bakery. city: scarborough. categories: event planning & services, delis, caterers, italian, bakeries, food, restaurants:",1
2054_base_model_1439,"IE is scum, stole the idea of tabbed browsing from all the other browsers, and you can't get extensions for it.",and you can't get extensions for it,and lacks support for extensions,Firefox vs internet explorer:,1
1535_base_model_1136,"More often than not, the goal of a business is to make money, it is not a charity.",More often than not,Generally,"Cmv: i have no ethical issue with so called ""anti homeless spikes"":",1
2128_base_model_1477,Obviously you are better off wearing your seatbelt.,Obviously you are better off wearing your seatbelt.,Wearing a seatbelt is clearly a safer option.,Do you think that the government should be able to fine you for not wearing a seat belt?:,1
333_base_model_236,Lack of physical education is the reason why your aunt or uncle is in hospital.,Lack of physical education is the reason why your aunt or uncle is in hospital,Lack of physical education is a contributing factor to various health issues.,Should physical education be mandatory in schools:,1
1155_base_model_906,i remember the only country by whose fear alexander's army was afraid it was INDIA after just sixty years of independence INDIA is looked as the country to become the sixth member of security council of UN and it is also the country with a great development rate,i,I,India has the potential to lead the world:,1
66_base_model_61,"I am Pro-Life, Here is a question for anyone who is Pro-Choice: Is the baby in the mother's stomach living and if not how do you know?",Here is a question for anyone who is Pro-Choice,Here's a question for those who are pro-choice,Pro choice vs pro life:,1
1950_base_model_1370,Dosen't it say in the declaration of independence that we have the right to life liberty and the purist of happiness,the purist of happiness,the pursuit of happiness,Gay marriage right or wrong:,1
845_base_model_592,There's a trend...,There's a trend...,There's a notable trend.,Human growth and development should parents use spanking as an option to discipline:,1
1241_base_model_966,The news makes us distrust each other.,The news makes us distrust each other,The news erodes our trust in each other,Jack thompson   stance: do you think that jack thompson is right. that video games are the reason more and more young people:,1
1173_base_model_919,"I rather do something that is going to better my life, but every once in a while I do have my giving moments, so I guess it depends on how I am feeling.",but every once in a while I do have my giving moments,but I also have moments where I give back,Which type of endeavor is better a personal pursuit or advancing the common good:,1
330_base_model_232,what insects are you talking about?,what,Which,Evolution vs creation:,1
954_base_model_699,They bathe in the same river in which they bury their dead and defecate in - the Ganges!,They bathe in the same river in which they bury their dead and defecate in - the Ganges!,They practice open-air defecation and also use the Ganges River for bathing and burial.,India has the potential to lead the world:,1
289_base_model_196,"It's just good enough to not offend, and just shitty enough to please the unwashed plebs.",unwashed plebs,average person,Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:,1
81_base_model_68,"You brother is in a jail for a reason, maybe if he had contributed to society instead of commiting crimes he would not be in this situation.",You brother,Your brother,My brother is  @ a tx state prison he's broken his two front dentures and they do not want to fix them!?:,1
707_base_model_486,Capital punishment is simply the best law enforcement out there.,simply the best law enforcement out there,a widely debated law enforcement tool,How many of you support capital punishment and why?:,1
839_base_model_586,India is in my personal list of countries to keep an eye on over the next thirty years.,to keep an eye on,worth monitoring,India has the potential to lead the world:,1
1853_base_model_1320,Welfare reduces incentives for the lower class to move up because it makes them be content where they are.,because it makes them be content where they are,because it makes them content with their current status,Welfare: best system   stance: no welfare!:,1
1988_base_model_1403,"Additionally, the UN has determined that force feeding prisoners that go on a hunger strike is torture.","Additionally, the UN has determined that force feeding prisoners that go on a hunger strike is torture.",The UN has determined that force-feeding prisoners who are on a hunger strike is a form of torture.,Is torture ever justified? why or why not?:,1
81_base_model_66,"That is the beauty of the USA, you have no health care.",you have no health care.,you have no universal healthcare.,My brother is  @ a tx state prison he's broken his two front dentures and they do not want to fix them!?:,1
788_base_model_575,FF sticks to world wide web consortiums standards much closer than IE ever did or will.,IE ever did or will.,IE does.,Firefox vs internet explorer:,1
475_base_model_332,Who needs em!),Who needs em!,Who needs them?,Firefox vs internet explorer:,1
1513_base_model_1124,"I may not know everything, but from I think people are just to stupid to just watch what Bushy (please do not sue me because i just said ""Bushy"" instead of Bush,I just like the name like that)here is doing.",I think people are just to stupid,I think people are simply too uninformed,Why do people not see that the us president is a criminal?:,1
566_base_model_396,"""The Path to Hell Is Paved with Good Intentions"".",The Path to Hell Is Paved with Good Intentions,The phrase 'The Path to Hell Is Paved with Good Intentions' is often used to caution against the dangers of good intentions gone wrong.,Why did the nazis hate the jews so much as to gas them?:,1
1479_base_model_1101,The minimum length for an argument is 50 characters.,50 characters,at least 50 characters,Should physical education be mandatory in schools:,1
255_base_model_154,"First and foremost, what I felt is that there is general feeling of detachment in the general public.","First and foremost, what I felt is that there is general feeling of detachment in the general public",The general public has a feeling of detachment,Any ultra highly intelligent people who understand tanzania land issues and possible future outcomes?:,1
788_base_model_566,Who said anything about FF/mozilla having anything to do with steve jobs/apple?,steve jobs/apple?,Steve Jobs/Apple.,Firefox vs internet explorer:,1
1756_base_model_1292,"Ultimately, people don't help out people unless they get some sort of satisfaction out of it, be it whether they community service hours, material rewards, fame, or just having the satisfaction of knowing that you have importance.","material rewards, fame, or just having the satisfaction of knowing that you have importance","material rewards, fame, or the satisfaction of knowing they're important",Which type of endeavor is better a personal pursuit or advancing the common good:,1
1203_base_model_931,for example..,for example..,"For example,",What do you think of a person with a drug habbit ?:,1
2012_base_model_1420,It helps that needle in the hay is playing.,It helps that needle in the hay is playing.,It also helps that 'needle in the haystack' is playing.,The life aquatic vs. the royal tenenbaums   stance: the royal tenenbaums:,1
